(712, 0.00010920569660335483)
(744, 0.00011428864148820752)
(1016, 0.00014725243049113645)
(1040, 0.00015360607313216496)
(1056, 0.00016051581997605257)
(1096, 0.0001625780802003949)
(1208, 0.0001909446737229802)
(1312, 0.00022985773820565479)
(1368, 0.0002650370338623659)
(1416, 0.0002993956115618403)
(1488, 0.00034667762874122704)
(1616, 0.0004815318760245597)
(1624, 0.0005144267348054526)
(1696, 0.0006163069178126852)
(1832, 0.001120326858270565)
(80, 7.685907378401169e-05)
(256, 8.559129134499171e-05)
(528, 9.568626958648602e-05)
(568, 9.93826727094209e-05)
(704, 0.00011069689325978314)
(720, 0.00010901279515914333)
(808, 0.00011698660779648238)
(896, 0.00013162652471930436)
(1152, 0.00018440912967664563)
(1200, 0.00021077244380415388)
(1432, 0.0002634709024684286)
(1664, 0.0005862725263864067)
(1816, 0.0011112928480250194)
(1944, 0.0028702169396098527)
(144, 7.946593654803913e-05)
(464, 9.338069393643105e-05)
(672, 0.0001090475183112299)
(752, 0.00012216030379466446)
(800, 0.00012426514047588405)
(1344, 0.00024861775517097054)
(1504, 0.000355762215903878)
(1760, 0.0007995188427876816)
(1952, 0.0036389566040609233)
(624, 0.00010375611426030433)
(840, 0.00012863718438145156)
(1184, 0.00019289398017297143)
(1376, 0.00027393715713968595)
(1424, 0.00031874156113822745)
(1680, 0.0005632879297517751)
(1784, 0.0009316291797960879)
(1792, 0.0009738846308175151)
(1848, 0.0011591849012582355)
(1912, 0.001827985422387802)
(160, 7.994764749116001e-05)
(488, 9.487147298534775e-05)
(664, 0.00011205675014313982)
(1048, 0.00015539603819955488)
(1656, 0.0005463350031384575)
(1864, 0.0014145823296586755)
(1920, 0.0023176153470267505)
(96, 7.72011657086894e-05)
(320, 8.591293773147133e-05)
(552, 9.738298840305737e-05)
(680, 0.00010724293683028394)
(1496, 0.00033499024678578524)
(1600, 0.00047435037037952616)
(248, 8.422088496898698e-05)
(928, 0.00013615503467145416)
(1000, 0.0001418663712813282)
(1136, 0.00017398443458957813)
(1360, 0.00026438190925278434)
(1968, 0.006209537717813326)
(912, 0.00013479315419929731)
(904, 0.0001296315873134253)
(1520, 0.000367970369376001)
(512, 0.0001013025108939174)
(392, 9.129875207025353e-05)
(16, 7.543159497113341e-05)
(32, 7.619727739565292e-05)
(8, 7.521629826650254e-05)
(9, 7.532143654087419e-05)
(17, 7.52178072778769e-05)
(41, 7.620220205990062e-05)
(49, 7.674910689030545e-05)
(129, 7.940192867567566e-05)
(137, 7.936675085318965e-05)
(169, 8.145339770322623e-05)
(193, 8.230424083698186e-05)
(233, 8.34962920088148e-05)
(265, 8.548653829174094e-05)
(281, 8.391090782039717e-05)
(297, 8.68493009769641e-05)
(337, 8.763474940565538e-05)
(353, 8.567711049791429e-05)
(361, 8.942189238423329e-05)
(377, 9.061467493195926e-05)
(409, 8.908759420390134e-05)
(425, 9.338915425007575e-05)
(433, 9.457008138290329e-05)
(465, 9.532136713745746e-05)
(489, 9.787882528186146e-05)
(497, 9.722606135819213e-05)
(505, 9.489887910539498e-05)
(521, 9.834081026850379e-05)
(553, 0.00010141720855475263)
(561, 0.00010198885338916206)
(569, 9.897303911556448e-05)
(593, 0.00010168795027730094)
(673, 0.00010969054473437259)
(697, 0.00011360580645479485)
(705, 0.00011935202777401432)
(713, 0.00011098338934376932)
(721, 0.00011556004365090975)
(817, 0.00012564456242657515)
(825, 0.00011781916477335747)
(865, 0.00013219297777743112)
(977, 0.00014952635493827466)
(985, 0.0001419734317930035)
(993, 0.00015195276343830423)
(1041, 0.00014964835972329548)
(1073, 0.0001679897515564088)
(1081, 0.0001635030576423296)
(1089, 0.00016841282349877514)
(1113, 0.00016766774908707848)
(1129, 0.00018231536666333495)
(1153, 0.00018512284488996566)
(1177, 0.00018192338020123347)
(1225, 0.00021461947203032464)
(1249, 0.00021020646405892752)
(1297, 0.00022911399725142578)
(1329, 0.0002389609381212205)
(1353, 0.0002528337090538936)
(1369, 0.0002490014071667799)
(1409, 0.00027947132046668774)
(1433, 0.0002934594652648224)
(1489, 0.0003234720326490087)
(1521, 0.00036414525932656745)
(1529, 0.000366273750140518)
(1553, 0.00041248061029780574)
(1561, 0.0004032372287175504)
(1585, 0.0004343808578754742)
(1609, 0.0004202428891275448)
(1657, 0.00054544844304396)
(1665, 0.0005901121988386285)
(1689, 0.0006323991169883319)
(1705, 0.0006466000796932863)
(1713, 0.0006538646824333097)
(1721, 0.0006814291418736156)
(1729, 0.0007088942408126955)
(1753, 0.0009072742415115783)
(1761, 0.0008605799747210079)
(1857, 0.0015188430375417136)
(1937, 0.0025715961101265487)
(1969, 0.004176961597089798)
(57, 7.663016358488937e-05)
(89, 7.83273517718617e-05)
(113, 7.86930106432479e-05)
(161, 8.044850421651392e-05)
(177, 8.124809535846229e-05)
(185, 8.140673899202659e-05)
(209, 8.347076385297653e-05)
(257, 8.360566139338213e-05)
(289, 8.525392384185166e-05)
(369, 8.953798128905343e-05)
(385, 9.108287582400973e-05)
(401, 9.181980938105513e-05)
(441, 9.484971802274385e-05)
(537, 0.00010197806507338371)
(545, 9.70468361242724e-05)
(577, 0.00010365016404305767)
(585, 0.0001037959689802755)
(617, 0.00010480680632338463)
(689, 0.00010937241069153283)
(785, 0.00011946214511273012)
(801, 0.0001217751443964644)
(809, 0.00012024077437902073)
(873, 0.0001264382222252248)
(897, 0.00013054472405610838)
(905, 0.00013512067982896796)
(937, 0.00014057522200566286)
(1009, 0.00015171478466764206)
(1017, 0.00015104114357325683)
(1033, 0.00015704413021826305)
(1049, 0.0001603061147085862)
(1057, 0.00015423735806018612)
(1105, 0.00017123496349472282)
(1121, 0.00017218297117796427)
(1161, 0.00018677215048221348)
(1185, 0.0001780710407196172)
(1241, 0.0002057775433226469)
(1305, 0.0002322759010013956)
(1377, 0.0002804158772567682)
(1417, 0.00027566367019729083)
(1441, 0.0003028493320971205)
(1473, 0.00033942358117345115)
(1481, 0.0003402696621572502)
(1625, 0.00048561880287139935)
(1673, 0.0005221328474120741)
(1681, 0.0005753992777242717)
(1697, 0.000661412812671618)
(1737, 0.0006548712735558593)
(1745, 0.0007508534399338112)
(1777, 0.0009843735790299693)
(1817, 0.0010610682864492214)
(1825, 0.0011180422229454846)
(1865, 0.0014054409152619049)
(1905, 0.0019160441332284482)
(1921, 0.0023825053957008866)
(1953, 0.0032645417012531694)
(1961, 0.0033458531988970084)
(33, 7.565480889175225e-05)
(121, 7.771110689854411e-05)
(145, 7.95862661976509e-05)
(153, 7.993713543032036e-05)
(201, 7.96870605427775e-05)
(241, 8.461019129142644e-05)
(273, 8.40098492433644e-05)
(313, 8.715559175143434e-05)
(417, 9.168975827521314e-05)
(449, 9.348426023655091e-05)
(481, 9.645951646939066e-05)
(513, 9.602572176952584e-05)
(529, 9.700972380480437e-05)
(625, 0.00010753940100921268)
(641, 0.00010525148939128664)
(657, 0.00010722964431125276)
(665, 0.00010871900850349165)
(681, 0.00011008919475197653)
(849, 0.00012835877778916355)
(969, 0.00014752006334355403)
(1001, 0.00015171753638187874)
(1137, 0.00017975387247011427)
(1265, 0.00021449506109721077)
(1289, 0.00022355982823140058)
(1313, 0.00023128798721165752)
(1337, 0.00023301125108633503)
(1385, 0.00026211494873561625)
(1393, 0.00028093301815084777)
(1545, 0.00039152155506078735)
(1577, 0.00043127452344530803)
(1601, 0.0004218837384088951)
(1633, 0.0004829061306679846)
(1785, 0.0009665121532345361)
(1841, 0.0010880012852809628)
(1873, 0.001460200297110714)
(1889, 0.00156332700430246)
(1929, 0.0024491530600657635)
(1993, 0.009333014304543762)
(73, 7.732031093970137e-05)
(249, 8.312166045268678e-05)
(321, 8.81543627354869e-05)
(393, 9.169845668277119e-05)
(457, 9.409095750943668e-05)
(649, 0.00010425101521714196)
(729, 0.00011217460077531227)
(753, 0.0001186061856693745)
(761, 0.00011721901167045698)
(841, 0.00012478338677128208)
(857, 0.00012739418140698177)
(881, 0.0001325719932265253)
(929, 0.0001412079829695751)
(1065, 0.0001556187519864842)
(1233, 0.00020453019072523944)
(1281, 0.000227658516849905)
(1321, 0.0002284658340060867)
(1345, 0.00024137699405611164)
(1465, 0.0003258372940928666)
(1497, 0.0003410820702866519)
(1505, 0.00037154913651749587)
(1513, 0.0003622562087584807)
(1569, 0.00041744106498616413)
(1649, 0.0005200150281605415)
(1769, 0.0008202543258773852)
(1833, 0.0009682858341863893)
(1913, 0.0022794530375539516)
(65, 7.69826147918778e-05)
(81, 7.731587705119339e-05)
(105, 7.837973418656864e-05)
(329, 8.679234390220305e-05)
(745, 0.00011514988076398727)
(793, 0.00011997058240506556)
(921, 0.00013723200483508612)
(945, 0.0001372618776225571)
(953, 0.00014815372050989197)
(1169, 0.00018329788268866263)
(1217, 0.0002036827793017181)
(1425, 0.0002966201115767666)
(1881, 0.001529211241217347)
(1977, 0.005254122057099552)
(1985, 0.0043476850047141245)
(217, 8.37138490668094e-05)
(305, 8.662001015996222e-05)
(601, 0.00010484983211659167)
(633, 0.00010675054810031537)
(737, 0.00011796652522833915)
(769, 0.00011888718684026879)
(913, 0.00013657172101193624)
(1201, 0.00019748676310685697)
(1361, 0.0002507024507902106)
(1537, 0.00037885369905670284)
(1897, 0.0018683161297176675)
(225, 8.275685233915782e-05)
(473, 9.314518736035059e-05)
(777, 0.00011879918013977454)
(833, 0.00012634753224962563)
(1025, 0.00015130853186376826)
(1641, 0.0005151210293715532)
(1809, 0.0010849443848395585)
(97, 7.809626861795319e-05)
(889, 0.0001308690961956897)
(1097, 0.00017494234912638208)
(1193, 0.00019007909204888922)
(1209, 0.00019188499613124663)
(1457, 0.0003152882818046645)
(1801, 0.0009092598063045869)
(609, 0.00010108752306879263)
(1401, 0.0002960236692980636)
(1593, 0.00043301366745553105)
(1617, 0.0005168129089873815)
(1793, 0.0009741405685190183)
(1849, 0.0012526047249438188)
(345, 8.695926295997514e-05)
(1257, 0.000231282131464407)
(961, 0.0001473011604615191)
(1945, 0.0029734474210407025)
(1145, 0.00018247567755345215)
(1449, 0.0002824437474215822)
(1273, 0.00021390112364045834)
(25, 7.577276450014463e-05)
(10, 7.542638192511283e-05)
(74, 7.74957557171808e-05)
(114, 7.883298876737286e-05)
(218, 8.190893531258987e-05)
(234, 8.451708655694685e-05)
(242, 8.479638493031009e-05)
(266, 8.374508047640782e-05)
(282, 8.501466557400991e-05)
(306, 8.719015606555898e-05)
(330, 8.803093344831342e-05)
(394, 9.076388702884903e-05)
(402, 9.054093004464245e-05)
(426, 9.185518571406286e-05)
(434, 9.316804012164334e-05)
(442, 9.13974203841695e-05)
(506, 9.738626486952587e-05)
(530, 9.7120229985976e-05)
(546, 9.808089611632124e-05)
(562, 0.0001023935194885227)
(570, 0.00010027579785306397)
(602, 0.00010590539376234307)
(610, 0.00010351819145610084)
(626, 0.00010656383790101688)
(682, 0.0001099782418969391)
(698, 0.00011312479095119173)
(730, 0.00011686512713515593)
(738, 0.0001188699535698349)
(762, 0.0001172556842676584)
(778, 0.00011881723143572514)
(810, 0.00012153936009917681)
(850, 0.00013095444227154043)
(874, 0.00012846532816647942)
(930, 0.00012986192130798929)
(1002, 0.00014862867063412445)
(1050, 0.00015864604508332647)
(1058, 0.0001607762823255335)
(1066, 0.00016396176287953917)
(1114, 0.00016485386767731)
(1130, 0.0001805744882774947)
(1194, 0.0001944144486492755)
(1202, 0.00020062005130538316)
(1218, 0.0001932837427017516)
(1274, 0.00021938108948639252)
(1298, 0.00022917207792952192)
(1354, 0.00023774045204015483)
(1362, 0.00025406880956464723)
(1378, 0.00027801868472302827)
(1386, 0.00027996606109414275)
(1402, 0.0002995897558158858)
(1418, 0.00028603819846759003)
(1426, 0.0002904391081960058)
(1482, 0.000333964472613191)
(1554, 0.0003723560998980006)
(1618, 0.0005309712606219275)
(1626, 0.000498546112068077)
(1650, 0.0004831185551949454)
(1674, 0.0005956791225081164)
(1682, 0.0006268797194613296)
(1698, 0.0006082874558262586)
(1738, 0.0007543726035691863)
(1770, 0.0007923977521908289)
(1786, 0.0009160876970415445)
(1802, 0.0009226302979066261)
(1810, 0.0010207698334198895)
(1818, 0.0010499354042012266)
(1874, 0.001426281896674973)
(1882, 0.001626089043449411)
(1906, 0.002164067650342858)
(1994, 0.01123592941020231)
(18, 7.565571241139724e-05)
(42, 7.665023627543432e-05)
(138, 8.00302848194411e-05)
(146, 8.035577911726686e-05)
(154, 7.910397626026766e-05)
(178, 8.084932246106399e-05)
(186, 8.10267704254292e-05)
(258, 8.334719634088364e-05)
(298, 8.544522015012155e-05)
(346, 8.904324107473385e-05)
(378, 8.946909647975571e-05)
(458, 9.278644036252902e-05)
(474, 9.368058994707237e-05)
(498, 9.810581092776859e-05)
(514, 9.79928719394563e-05)
(538, 9.793938591727192e-05)
(650, 0.00011046891636194151)
(658, 0.00010596337190891443)
(674, 0.00011293440200199075)
(690, 0.00010950747069675223)
(746, 0.00011596389591676485)
(754, 0.00012263986867863444)
(770, 0.00011573680780902629)
(818, 0.00012310284267919236)
(826, 0.00012279802355619055)
(866, 0.0001312562172702669)
(882, 0.00013568868379141286)
(962, 0.0001396860381957529)
(978, 0.00014300384818845876)
(986, 0.00015140326936947284)
(1010, 0.00015313790836440628)
(1074, 0.000168662544092824)
(1082, 0.0001658066781003478)
(1154, 0.0001875846923587732)
(1314, 0.00023692959152783174)
(1338, 0.0002513197739567833)
(1434, 0.0003104354610954678)
(1442, 0.0002910153464560226)
(1490, 0.0003395788198145701)
(1578, 0.0003892781324327193)
(1610, 0.0004913614691937987)
(1666, 0.0005931415652270814)
(1690, 0.0005908370766240196)
(1722, 0.0007243466746639858)
(1762, 0.0007614868753674673)
(1794, 0.0009678532402833858)
(1834, 0.0009509942983788915)
(1858, 0.0012661235660687156)
(1898, 0.0017536813222538254)
(82, 7.732771399910531e-05)
(194, 8.297039826192264e-05)
(226, 8.301458068327665e-05)
(370, 8.901245670608188e-05)
(410, 9.189797548355775e-05)
(522, 9.827127861054637e-05)
(586, 0.00010254857486129968)
(618, 0.00010152037873003498)
(714, 0.00011580219074097321)
(722, 0.00011530191730141348)
(802, 0.00012016938705884939)
(906, 0.0001326843269278208)
(946, 0.00013973088195527982)
(954, 0.00013707406893744798)
(970, 0.00014277315498272323)
(1026, 0.00015267279978100246)
(1170, 0.00019765795453230406)
(1186, 0.00019313938540033013)
(1250, 0.00021118846277868946)
(1306, 0.00024425627050649805)
(1330, 0.00024463636445954176)
(1370, 0.0002653707246060646)
(1394, 0.0002963308143775936)
(1410, 0.00029956182938714425)
(1474, 0.00033590678025910604)
(1530, 0.00036173375204571416)
(1586, 0.00040323650930171854)
(1634, 0.0005121711156860984)
(1754, 0.0007478081136666517)
(1778, 0.0008611332698553746)
(1842, 0.0012269053563512464)
(1890, 0.0015912055798525514)
(1914, 0.0024799608333502983)
(58, 7.683354408032253e-05)
(122, 7.904810391243037e-05)
(170, 8.069645556381317e-05)
(250, 8.457067000987081e-05)
(314, 8.920558864806489e-05)
(322, 8.451250319629639e-05)
(386, 9.257395898878482e-05)
(418, 9.051322156798734e-05)
(578, 9.827924464537087e-05)
(634, 0.00010728416619952654)
(642, 0.0001089335910592575)
(666, 0.0001080346187725206)
(786, 0.00011974303940110817)
(898, 0.0001335485225518781)
(994, 0.00014941370130778194)
(1018, 0.0001520819106595674)
(1138, 0.00018814331475749323)
(1210, 0.0001995861441358264)
(1226, 0.00019955258399496922)
(1234, 0.00021222614977701787)
(1282, 0.00020672428326789827)
(1322, 0.0002526099494121571)
(1458, 0.00035598171702876596)
(1466, 0.00032755578604007455)
(1514, 0.0003494901624338344)
(1522, 0.00037793163819852866)
(1570, 0.0004096659610644029)
(1594, 0.00043438978087577407)
(1714, 0.0006419664158413757)
(1730, 0.0006919470697216662)
(1746, 0.000849882421855787)
(1850, 0.0013722054309292825)
(1930, 0.0027439941362354687)
(1938, 0.002461909144406171)
(1954, 0.0036074557282258063)
(1962, 0.003883815348277834)
(1978, 0.004821004435362451)
(1986, 0.007757175188217473)
(50, 7.729329050896991e-05)
(66, 7.68583796063848e-05)
(90, 7.72248657181368e-05)
(162, 8.01093394308418e-05)
(202, 8.142393126843124e-05)
(290, 8.517974585366991e-05)
(354, 8.828798434908409e-05)
(362, 8.786638148223915e-05)
(706, 0.00011139400577569786)
(794, 0.00011941160072702467)
(890, 0.00013387875040031156)
(938, 0.0001427091526479344)
(1146, 0.00018636495126238408)
(1258, 0.000217004251556668)
(1346, 0.00025386835965077035)
(1498, 0.00035233271342325343)
(1506, 0.0003470641617907314)
(1642, 0.0004847303586534206)
(1706, 0.0006955625629499221)
(1922, 0.0026714808552063597)
(98, 7.745069309141937e-05)
(130, 7.907018783144567e-05)
(594, 0.00010410232794745538)
(834, 0.000126517224542085)
(922, 0.00014153458770837021)
(1042, 0.00015775922453351075)
(1106, 0.00017353043351443705)
(1122, 0.00016733848479402513)
(1266, 0.00021988592120152187)
(1450, 0.0003008241442926302)
(1538, 0.0003778776427995069)
(1602, 0.00045459409800700795)
(1658, 0.0005543002416122588)
(1970, 0.0035885358097922154)
(450, 9.220322311547318e-05)
(490, 9.404830715956667e-05)
(1162, 0.00016999249640770332)
(210, 8.17329817516031e-05)
(274, 8.418909665919351e-05)
(842, 0.00012781373592587905)
(1826, 0.001130846225138928)
(106, 7.868280964244684e-05)
(858, 0.00012732335347577771)
(1098, 0.0001699259296913532)
(1242, 0.00020172051660464948)
(1546, 0.000368358984209984)
(1946, 0.0033238783089672643)
(338, 8.823718442503047e-05)
(1090, 0.00016746679349323966)
(1178, 0.0001863668460961295)
(1562, 0.0004213351420138704)
(1034, 0.00015690267324218224)
(554, 9.851564875030611e-05)
(1866, 0.001294671396551149)
(482, 9.335171956529543e-05)
(914, 0.0001382028446623169)
(466, 9.442395005494598e-05)
(1290, 0.00022531343143720675)
(26, 7.543298651350852e-05)
(34, 7.586908008877699e-05)
(11, 7.52178072778769e-05)
(35, 7.610461215667027e-05)
(115, 7.815418334052969e-05)
(163, 8.116928836554888e-05)
(179, 8.125619267038791e-05)
(219, 8.233870227041242e-05)
(259, 8.471330070789209e-05)
(323, 8.71396921759051e-05)
(347, 8.841811424826683e-05)
(355, 9.012306648476759e-05)
(363, 9.022448568202495e-05)
(387, 8.971357752525394e-05)
(443, 9.422146475792239e-05)
(483, 9.571585163895433e-05)
(555, 0.000101687320177447)
(587, 0.00010094801151416471)
(635, 0.00010591076931364073)
(643, 0.00010410674706023458)
(667, 0.00010965812320622114)
(683, 0.00011184574288039295)
(715, 0.00010931101855647126)
(723, 0.00011589553293182958)
(739, 0.00011111583840754015)
(803, 0.00012279626572263326)
(843, 0.00012778839421167049)
(867, 0.0001312707870490445)
(915, 0.00013282463782239297)
(947, 0.0001416259393440212)
(955, 0.00013536281571491354)
(971, 0.0001438527913347189)
(979, 0.00013981172198571115)
(1003, 0.00015365740415070528)
(1011, 0.00014893251314134143)
(1027, 0.00015609374387079634)
(1051, 0.00015607246338472127)
(1059, 0.00016724044116133156)
(1115, 0.00017182959632353897)
(1131, 0.00017466972334240964)
(1155, 0.00017498359492593878)
(1187, 0.00018356360640685014)
(1235, 0.00020293420960668205)
(1251, 0.00021598097523004548)
(1259, 0.00021883251746129345)
(1283, 0.00021109280328858622)
(1315, 0.00023248131817483943)
(1339, 0.0002672619358969006)
(1355, 0.00024905920369275975)
(1371, 0.00025413730000408574)
(1379, 0.0002469015494524383)
(1419, 0.0003064351023610569)
(1435, 0.0003220360934623087)
(1491, 0.0003314507454078875)
(1523, 0.00035644182692309156)
(1539, 0.00037533653477935403)
(1563, 0.0004307278957221445)
(1635, 0.0005374140380047022)
(1667, 0.0006039918419059278)
(1675, 0.0006177116649258405)
(1723, 0.0006329659445845333)
(1731, 0.0007114632084582016)
(1771, 0.0008542688056039104)
(1803, 0.0009748939505872684)
(1827, 0.001018169234940909)
(1843, 0.0011677327561511468)
(1851, 0.0013566673878470964)
(1875, 0.0017266486615707603)
(1931, 0.0026047342945818633)
(1987, 0.009976915735947046)
(1995, 0.010763520716574384)
(27, 7.576694781078706e-05)
(59, 7.632148280825256e-05)
(83, 7.753025892165851e-05)
(91, 7.834948172132046e-05)
(139, 7.97746190028279e-05)
(171, 8.07776690174797e-05)
(211, 8.07516429941595e-05)
(227, 8.341352296926239e-05)
(251, 8.441260463658816e-05)
(283, 8.505448288469862e-05)
(291, 8.575408885056325e-05)
(307, 8.600333907855084e-05)
(315, 8.648472571589491e-05)
(331, 8.69355959779446e-05)
(435, 9.132599042828017e-05)
(451, 9.500676492927653e-05)
(491, 9.640002016694624e-05)
(507, 9.991744302552998e-05)
(523, 0.00010063466848124238)
(531, 9.958619622092604e-05)
(579, 0.00010368633408128425)
(595, 0.00010298440125301422)
(691, 0.00010876724971491733)
(747, 0.00011305539927669399)
(755, 0.00012065086544557022)
(771, 0.0001190519344898334)
(811, 0.0001231210451726563)
(827, 0.0001252210779077585)
(851, 0.00012896648150265288)
(963, 0.0001406779679433158)
(1043, 0.0001589755485628972)
(1083, 0.00016113039576541496)
(1091, 0.00017099566620675958)
(1099, 0.00016297638224630823)
(1107, 0.00017561593868185336)
(1147, 0.00018448713068276894)
(1171, 0.00017320011491294177)
(1203, 0.00019419997152354238)
(1219, 0.00020315516348302844)
(1267, 0.00022624639987339355)
(1427, 0.0002994346844319548)
(1459, 0.00030669831650262174)
(1483, 0.0003305016238518781)
(1571, 0.00044762028085373125)
(1579, 0.00040631685944636937)
(1587, 0.0004512311913124963)
(1595, 0.00044359183361965265)
(1603, 0.00046056423218006934)
(1795, 0.0008775919664568628)
(1859, 0.0014876878944532668)
(1891, 0.001786918799389225)
(1915, 0.0020545132762695467)
(1947, 0.0026226702428211205)
(1963, 0.0033280783368343017)
(1971, 0.004563713859649414)
(75, 7.739597798940409e-05)
(107, 7.901592645225548e-05)
(131, 7.863300592392665e-05)
(147, 7.998745579238146e-05)
(187, 8.04326384813057e-05)
(267, 8.464724736575955e-05)
(403, 9.060009225281801e-05)
(411, 9.29362667805208e-05)
(419, 9.124078812987778e-05)
(459, 9.823886729656003e-05)
(467, 9.565566581220091e-05)
(547, 9.951091741248093e-05)
(787, 0.00012010401337235264)
(859, 0.00013089494198254237)
(923, 0.00013878198927097735)
(939, 0.0001399544104868306)
(987, 0.00014792930990741802)
(1019, 0.00014628763125470974)
